"Date","Price","Open","High","Low","Change %"
"02/01/2018","15.201","15.201","15.201","15.201","0.24%"
"01/31/2018","15.165","15.165","15.165","15.165","0.00%"
"01/30/2018","15.165","15.165","15.165","15.165","0.06%"
"01/29/2018","15.156","15.156","15.156","15.156","0.06%"
"01/26/2018","15.147","15.147","15.147","15.147","0.00%"
"01/25/2018","15.147","15.147","15.147","15.147","0.18%"
"01/24/2018","15.120","15.120","15.120","15.120","-1.98%"
"01/23/2018","15.425","15.425","15.425","15.425","0.06%"
"01/22/2018","15.416","15.416","15.416","15.416","0.06%"
"01/20/2018","15.407","15.407","15.407","15.407","0.00%"
"01/19/2018","15.407","15.407","15.407","15.407","0.06%"
"01/18/2018","15.398","15.398","15.398","15.398","0.18%"
"01/17/2018","15.371","15.371","15.371","15.371","0.06%"
"01/16/2018","15.362","15.362","15.362","15.362","0.06%"
"01/15/2018","15.353","15.353","15.353","15.353","0.06%"
"01/13/2018","15.344","15.344","15.344","15.344","0.00%"
"01/12/2018","15.344","15.344","15.344","15.344","0.00%"
"01/11/2018","15.344","15.344","15.344","15.344","0.24%"
"01/10/2018","15.308","15.308","15.308","15.308","0.06%"
"01/09/2018","15.299","15.299","15.299","15.299","0.06%"
"01/08/2018","15.290","15.290","15.290","15.290","0.06%"
"01/06/2018","15.281","15.281","15.281","15.281","0.00%"
"01/05/2018","15.281","15.281","15.281","15.281","0.06%"
"01/04/2018","15.272","15.272","15.272","15.272","0.18%"
"01/03/2018","15.245","15.245","15.245","15.245","0.06%"
"01/02/2018","15.236","15.236","15.236","15.236","0.06%"
"12/29/2017","15.227","15.227","15.227","15.227","0.05%"
"12/28/2017","15.219","15.219","15.219","15.219","0.00%"
"12/27/2017","15.219","15.219","15.219","15.219","0.29%"
"12/23/2017","15.175","15.175","15.175","15.175","0.00%"
"12/22/2017","15.175","15.175","15.175","15.175","0.06%"
"12/21/2017","15.166","15.166","15.166","15.166","0.23%"
"12/20/2017","15.131","15.131","15.131","15.131","0.06%"
"12/19/2017","15.122","15.122","15.122","15.122","0.06%"
"12/18/2017","15.113","15.113","15.113","15.113","0.05%"
"12/16/2017","15.105","15.105","15.105","15.105","0.00%"
"12/15/2017","15.105","15.105","15.105","15.105","0.06%"
"12/14/2017","15.096","15.096","15.096","15.096","0.17%"
"12/13/2017","15.070","15.070","15.070","15.070","0.06%"
"12/12/2017","15.061","15.061","15.061","15.061","0.05%"
"12/11/2017","15.053","15.053","15.053","15.053","0.06%"
"12/08/2017","15.044","15.044","15.044","15.044","0.00%"
"12/07/2017","15.044","15.044","15.044","15.044","0.06%"
"12/06/2017","15.035","15.035","15.035","15.035","0.23%"
"12/05/2017","15.001","15.001","15.001","15.001","0.05%"
"12/04/2017","14.993","14.993","14.993","14.993","-1.96%"
"12/02/2017","15.293","15.293","15.293","15.293","0.00%"
"12/01/2017","15.293","15.293","15.293","15.293","0.06%"
"11/30/2017","15.284","15.284","15.284","15.284","0.17%"
"11/29/2017","15.258","15.258","15.258","15.258","0.06%"
"11/28/2017","15.249","15.249","15.249","15.249","3.51%"
"11/27/2017","14.732","14.732","14.732","14.732","0.00%"
"11/25/2017","14.732","14.732","14.732","14.732","0.00%"
"11/24/2017","14.732","14.732","14.732","14.732","0.29%"
"11/23/2017","14.690","14.690","14.690","14.690","0.00%"
"11/22/2017","14.690","14.690","14.690","14.690","0.05%"
"11/21/2017","14.682","14.682","14.682","14.682","0.12%"
"11/18/2017","14.665","14.665","14.665","14.665","0.00%"
"11/17/2017","14.665","14.665","14.665","14.665","0.05%"
"11/16/2017","14.657","14.657","14.657","14.657","0.17%"
"11/15/2017","14.632","14.632","14.632","14.632","0.05%"
"11/14/2017","14.624","14.624","14.624","14.624","0.05%"
"11/13/2017","14.616","14.616","14.616","14.616","0.11%"
"11/10/2017","14.600","14.600","14.600","14.600","0.00%"
"11/09/2017","14.600","14.600","14.600","14.600","0.17%"
"11/08/2017","14.575","14.575","14.575","14.575","0.05%"
"11/07/2017","14.567","14.567","14.567","14.567","0.79%"
"11/04/2017","14.453","14.453","14.453","14.453","0.00%"
"11/03/2017","14.453","14.453","14.453","14.453","0.06%"
"11/02/2017","14.445","14.445","14.445","14.445","0.17%"
"11/01/2017","14.421","14.421","14.421","14.421","0.06%"
"10/31/2017","14.413","14.413","14.413","14.413","0.06%"
"10/30/2017","14.405","14.405","14.405","14.405","0.06%"
"10/29/2017","14.397","14.397","14.397","14.397","0.00%"
"10/28/2017","14.397","14.397","14.397","14.397","0.00%"
"10/27/2017","14.397","14.397","14.397","14.397","0.00%"
"10/26/2017","14.397","14.397","14.397","14.397","0.17%"
"10/25/2017","14.373","14.373","14.373","14.373","0.06%"
"10/24/2017","14.365","14.365","14.365","14.365","0.06%"
"10/23/2017","14.357","14.357","14.357","14.357","0.06%"
"10/22/2017","14.349","14.349","14.349","14.349","0.00%"
"10/21/2017","14.349","14.349","14.349","14.349","0.00%"
"10/20/2017","14.349","14.349","14.349","14.349","-2.61%"
"10/19/2017","14.734","14.734","14.734","14.734","0.17%"
"10/18/2017","14.709","14.709","14.709","14.709","0.05%"
"10/17/2017","14.701","14.701","14.701","14.701","0.05%"
"10/16/2017","14.693","14.693","14.693","14.693","0.00%"
"10/13/2017","14.693","14.693","14.693","14.693","3.83%"
"10/12/2017","14.151","14.151","14.151","14.151","0.23%"
"10/11/2017","14.118","13.891","14.118","13.891","0.06%"
"10/10/2017","14.109","14.109","14.109","14.109","0.06%"
"10/09/2017","14.101","14.101","14.101","14.101","-0.61%"
"10/06/2017","14.188","14.188","14.188","14.188","0.06%"
"10/05/2017","14.180","14.180","14.180","14.180","0.18%"
"10/04/2017","14.155","14.155","14.155","14.155","0.06%"
"10/03/2017","14.147","14.147","14.147","14.147","0.06%"
"10/02/2017","14.139","14.139","14.139","14.139","0.06%"
"09/29/2017","14.130","14.130","14.130","14.130","0.06%"
"09/28/2017","14.122","14.122","14.122","14.122","0.18%"
"09/27/2017","14.097","14.097","14.097","14.097","0.06%"
"09/26/2017","14.089","14.089","14.089","14.089","0.06%"
"09/25/2017","14.081","14.081","14.081","14.081","0.06%"
"09/22/2017","14.073","14.073","14.073","14.073","0.06%"
"09/21/2017","14.065","14.065","14.065","14.065","0.17%"
"09/20/2017","14.041","14.041","14.041","14.041","0.06%"
