"Date","Price","Open","High","Low","Change %"
"03/31/2026","5.635","5.650","5.650","5.635","-0.62%"
"03/30/2026","5.670","5.670","5.690","5.670","-0.18%"
"03/27/2026","5.680","5.670","5.680","5.670","-0.53%"
"03/26/2026","5.710","5.745","5.750","5.710","-0.61%"
"03/25/2026","5.745","5.735","5.745","5.735","0.17%"
"03/24/2026","5.735","5.730","5.735","5.730","0.70%"
"03/23/2026","5.695","5.660","5.695","5.660","0.62%"
"03/20/2026","5.660","5.660","5.660","5.660","1.07%"
"03/19/2026","5.600","5.540","5.600","5.540","1.54%"
"03/18/2026","5.515","5.490","5.515","5.490","0.09%"
"03/17/2026","5.510","5.530","5.530","5.510","0.27%"
"03/16/2026","5.495","5.430","5.495","5.430","0.64%"
"03/13/2026","5.460","5.460","5.460","5.460","0.74%"
"03/12/2026","5.420","5.400","5.420","5.400","0.37%"
"03/11/2026","5.400","5.410","5.410","5.400","-0.18%"
"03/10/2026","5.410","5.420","5.420","5.410","-0.18%"
"03/09/2026","5.420","5.420","5.420","5.420","0.65%"
"03/06/2026","5.385","5.350","5.385","5.350","1.13%"
"03/05/2026","5.325","5.305","5.325","5.300","0.38%"
"03/04/2026","5.305","5.310","5.310","5.305","0.28%"
"03/03/2026","5.290","5.260","5.290","5.260","0.57%"
"03/02/2026","5.260","5.250","5.260","5.250","-0.28%"
"02/27/2026","5.275","5.290","5.300","5.275","-0.28%"
"02/26/2026","5.290","5.280","5.290","5.280","0.19%"
"02/25/2026","5.280","5.270","5.280","5.270","0.19%"
"02/24/2026","5.270","5.280","5.280","5.270","-0.19%"
"02/23/2026","5.280","5.280","5.280","5.280","0.00%"
"02/20/2026","5.280","5.290","5.290","5.280","-0.19%"
"02/19/2026","5.290","5.280","5.290","5.280","0.19%"
"02/18/2026","5.280","5.280","5.280","5.280","0.00%"
"02/17/2026","5.280","5.300","5.300","5.280","-0.38%"
"02/16/2026","5.300","5.300","5.300","5.300","0.00%"
"02/13/2026","5.300","5.305","5.305","5.300","-0.09%"
"02/12/2026","5.305","5.310","5.310","5.305","-0.09%"
"02/11/2026","5.310","5.310","5.310","5.310","-0.28%"
"02/10/2026","5.325","5.340","5.340","5.325","0.00%"
"02/09/2026","5.325","5.320","5.325","5.310","0.19%"
"02/06/2026","5.315","5.330","5.330","5.315","-0.28%"
"02/05/2026","5.330","5.340","5.340","5.330","-0.19%"
"02/04/2026","5.340","5.320","5.340","5.320","0.38%"
"02/03/2026","5.320","5.340","5.340","5.320","-0.37%"
"02/02/2026","5.340","5.340","5.340","5.340","0.00%"
"01/30/2026","5.340","5.330","5.340","5.330","0.19%"
"01/29/2026","5.330","5.330","5.335","5.330","0.00%"
"01/28/2026","5.330","5.340","5.340","5.325","-0.19%"
"01/27/2026","5.340","5.345","5.350","5.340","-0.09%"
"01/26/2026","5.345","5.330","5.345","5.330","0.19%"
"01/23/2026","5.335","5.335","5.335","5.330","0.00%"
"01/22/2026","5.335","5.345","5.345","5.335","-0.19%"
"01/21/2026","5.345","5.350","5.350","5.345","-0.09%"
"01/20/2026","5.350","5.330","5.350","5.330","0.38%"
"01/19/2026","5.330","5.330","5.330","5.330","-0.09%"
"01/16/2026","5.335","5.320","5.335","5.320","0.28%"
"01/15/2026","5.320","5.315","5.320","5.310","0.09%"
"01/14/2026","5.315","5.315","5.320","5.315","0.00%"
"01/13/2026","5.315","5.310","5.315","5.310","0.09%"
"01/12/2026","5.310","5.330","5.330","5.310","-0.19%"
"01/09/2026","5.320","5.345","5.345","5.320","-0.47%"
"01/08/2026","5.345","5.360","5.360","5.345","-0.56%"
"01/07/2026","5.375","5.390","5.390","5.375","-0.28%"
"01/06/2026","5.390","5.390","5.390","5.390","0.00%"
"01/05/2026","5.390","5.410","5.410","5.390","-0.19%"
"01/02/2026","5.400","5.410","5.410","5.400","-0.18%"
"01/01/2026","5.410","5.410","5.410","5.410","0.00%"
"12/31/2025","5.410","5.410","5.410","5.410","0.00%"
"12/30/2025","5.410","5.410","5.410","5.410","0.09%"
"12/29/2025","5.405","5.400","5.405","5.400","0.00%"
"12/26/2025","5.405","5.400","5.410","5.400","0.00%"
"12/24/2025","5.405","5.395","5.405","5.395","0.19%"
"12/23/2025","5.395","5.400","5.400","5.395","-0.09%"
"12/22/2025","5.400","5.390","5.400","5.390","0.09%"
"12/19/2025","5.395","5.400","5.400","5.390","-0.09%"
"12/18/2025","5.400","5.410","5.410","5.400","0.37%"
"12/17/2025","5.380","5.350","5.380","5.350","0.56%"
"12/16/2025","5.350","5.335","5.350","5.335","0.28%"
"12/15/2025","5.335","5.320","5.335","5.320","0.28%"
"12/12/2025","5.320","5.325","5.325","5.320","-0.09%"
"12/11/2025","5.325","5.330","5.330","5.325","-0.09%"
"12/10/2025","5.330","5.325","5.330","5.325","0.09%"
"12/09/2025","5.325","5.320","5.325","5.320","-0.28%"
"12/08/2025","5.340","5.340","5.340","5.340","0.19%"
"12/05/2025","5.330","5.340","5.340","5.330","-0.19%"
"12/04/2025","5.340","5.335","5.340","5.335","0.09%"
"12/03/2025","5.335","5.340","5.340","5.335","-0.28%"
"12/02/2025","5.350","5.325","5.350","5.325","0.47%"
"12/01/2025","5.325","5.320","5.325","5.320","0.09%"
"11/28/2025","5.320","5.315","5.320","5.315","0.09%"
"11/27/2025","5.315","5.320","5.320","5.315","-0.09%"
"11/26/2025","5.320","5.310","5.320","5.310","-0.28%"
"11/25/2025","5.335","5.360","5.360","5.335","-0.37%"
"11/24/2025","5.355","5.350","5.355","5.350","0.09%"
"11/21/2025","5.350","5.350","5.350","5.350","0.28%"
"11/20/2025","5.335","5.320","5.335","5.320","0.85%"
"11/19/2025","5.290","5.310","5.310","5.290","-0.38%"
"11/18/2025","5.310","5.370","5.370","5.310","-1.12%"
"11/17/2025","5.370","5.410","5.410","5.370","-0.74%"
"11/14/2025","5.410","5.470","5.470","5.410","-1.10%"
"11/13/2025","5.470","5.470","5.470","5.470","0.00%"
"11/12/2025","5.470","5.480","5.480","5.470","-0.18%"
"11/11/2025","5.480","5.510","5.510","5.480","-0.54%"
"11/10/2025","5.510","5.510","5.510","5.510","0.00%"
"11/07/2025","5.510","5.540","5.540","5.510","-0.54%"
"11/06/2025","5.540","5.530","5.540","5.530","0.18%"
"11/05/2025","5.530","5.550","5.550","5.530","-0.36%"
"11/04/2025","5.550","5.510","5.550","5.510","0.73%"
"11/03/2025","5.510","5.510","5.510","5.510","0.00%"
"10/31/2025","5.510","5.510","5.510","5.510","0.18%"
"10/30/2025","5.500","5.490","5.500","5.490","0.18%"
"10/29/2025","5.490","5.500","5.500","5.490","-0.18%"
"10/28/2025","5.500","5.510","5.510","5.500","-0.18%"
"10/27/2025","5.510","5.520","5.520","5.510","-0.18%"
"10/24/2025","5.520","5.570","5.570","5.520","-0.90%"
"10/23/2025","5.570","5.550","5.570","5.550","0.36%"
"10/22/2025","5.550","5.570","5.570","5.550","-0.36%"
"10/21/2025","5.570","5.530","5.570","5.530","0.72%"
"10/20/2025","5.530","5.540","5.540","5.530","-0.18%"
"10/17/2025","5.540","5.540","5.540","5.540","0.00%"
"10/16/2025","5.540","5.550","5.550","5.540","-0.18%"
"10/15/2025","5.550","5.580","5.580","5.550","-0.54%"
"10/14/2025","5.580","5.550","5.580","5.550","0.54%"
"10/13/2025","5.550","5.550","5.550","5.550","-0.18%"
"10/10/2025","5.560","5.590","5.590","5.560","-0.54%"
"10/09/2025","5.590","5.590","5.590","5.590","0.00%"
"10/08/2025","5.590","5.620","5.620","5.590","-0.53%"
"10/07/2025","5.620","5.620","5.620","5.620","0.00%"
"10/06/2025","5.620","5.560","5.620","5.560","1.08%"
"10/03/2025","5.560","5.560","5.560","5.560","0.00%"
"10/02/2025","5.560","5.560","5.560","5.560","0.00%"
"10/01/2025","5.560","5.600","5.600","5.560","-0.71%"
"09/30/2025","5.600","5.590","5.600","5.590","0.18%"
"09/29/2025","5.590","5.580","5.590","5.580","0.18%"
"09/26/2025","5.580","5.570","5.580","5.570","0.18%"
"09/25/2025","5.570","5.560","5.570","5.560","0.18%"
"09/24/2025","5.560","5.560","5.560","5.560","0.00%"
"09/23/2025","5.560","5.530","5.560","5.530","0.54%"
"09/22/2025","5.530","5.530","5.530","5.530","0.00%"
"09/17/2025","5.530","5.540","5.540","5.530","-0.18%"
"09/16/2025","5.540","5.570","5.570","5.540","-0.54%"
"09/15/2025","5.570","5.600","5.600","5.570","-0.54%"
"09/12/2025","5.600","5.610","5.610","5.600","-0.18%"
"09/11/2025","5.610","5.600","5.610","5.600","0.18%"
"09/10/2025","5.600","5.610","5.610","5.600","-0.18%"
"09/09/2025","5.610","5.560","5.610","5.560","0.90%"
"09/08/2025","5.560","5.600","5.600","5.560","-0.71%"
"09/05/2025","5.600","5.610","5.610","5.600","-0.18%"
"09/04/2025","5.610","5.590","5.610","5.590","0.36%"
"09/03/2025","5.590","5.590","5.590","5.590","0.00%"
"09/02/2025","5.590","5.620","5.620","5.590","-0.53%"
"09/01/2025","5.620","5.620","5.620","5.620","0.00%"
"08/29/2025","5.620","5.620","5.620","5.620","0.00%"
"08/28/2025","5.620","5.590","5.620","5.590","0.54%"
"08/27/2025","5.590","5.590","5.590","5.590","0.00%"
"08/26/2025","5.590","5.590","5.590","5.590","0.00%"
"08/25/2025","5.590","5.600","5.600","5.590","-0.18%"
"08/22/2025","5.600","5.560","5.600","5.560","0.72%"
"08/21/2025","5.560","5.560","5.560","5.560","-0.18%"
"08/19/2025","5.570","5.560","5.570","5.560","0.18%"
"08/18/2025","5.560","5.560","5.560","5.560","0.00%"
"08/15/2025","5.560","5.560","5.560","5.560","-0.54%"
"08/14/2025","5.590","5.570","5.590","5.570","0.36%"
"08/13/2025","5.570","5.590","5.590","5.570","-0.36%"
"08/12/2025","5.590","5.590","5.590","5.590","0.00%"
"08/11/2025","5.590","5.590","5.590","5.590","0.00%"
"08/08/2025","5.590","5.600","5.600","5.590","-0.18%"
"08/07/2025","5.600","5.600","5.600","5.600","0.00%"
"08/06/2025","5.600","5.580","5.600","5.580","0.36%"
"08/05/2025","5.580","5.600","5.600","5.580","-0.36%"
"08/04/2025","5.600","5.630","5.630","5.600","-0.53%"
"08/01/2025","5.630","5.600","5.630","5.600","0.54%"
"07/31/2025","5.600","5.600","5.600","5.600","0.00%"
"07/30/2025","5.600","5.540","5.600","5.540","1.08%"
"07/29/2025","5.540","5.540","5.540","5.540","0.00%"
"07/28/2025","5.540","5.560","5.560","5.540","-0.36%"
"07/25/2025","5.560","5.560","5.560","5.560","-0.18%"
"07/24/2025","5.570","5.570","5.570","5.570","0.00%"
"07/23/2025","5.570","5.620","5.620","5.570","-0.89%"
"07/22/2025","5.620","5.620","5.620","5.620","0.00%"
"07/21/2025","5.620","5.610","5.620","5.610","0.18%"
"07/18/2025","5.610","5.620","5.620","5.610","-0.18%"
"07/17/2025","5.620","5.620","5.620","5.620","0.00%"
"07/16/2025","5.620","5.620","5.620","5.620","0.36%"
"07/15/2025","5.600","5.600","5.600","5.600","0.00%"
"07/14/2025","5.600","5.600","5.600","5.600","0.00%"
"07/11/2025","5.600","5.620","5.620","5.600","-0.36%"
"07/10/2025","5.620","5.620","5.620","5.620","0.00%"
"07/09/2025","5.620","5.640","5.640","5.620","-0.35%"
"07/08/2025","5.640","5.620","5.640","5.620","0.36%"
"07/07/2025","5.620","5.630","5.630","5.620","-0.18%"
"07/04/2025","5.630","5.630","5.630","5.630","0.00%"
"07/03/2025","5.630","5.630","5.630","5.630","-0.88%"
"07/02/2025","5.680","5.670","5.680","5.670","0.18%"
"07/01/2025","5.670","5.640","5.670","5.640","0.53%"
"06/30/2025","5.640","5.640","5.640","5.640","-0.53%"
"06/27/2025","5.670","5.700","5.700","5.670","-0.53%"
"06/26/2025","5.700","5.680","5.700","5.680","0.35%"
"06/25/2025","5.680","5.690","5.690","5.680","-0.18%"
"06/24/2025","5.690","5.690","5.690","5.690","0.00%"
"06/23/2025","5.690","5.690","5.690","5.690","0.00%"
"06/19/2025","5.690","5.720","5.720","5.690","-0.52%"
"06/18/2025","5.720","5.720","5.720","5.720","0.00%"
"06/17/2025","5.720","5.730","5.730","5.720","-0.17%"
"06/16/2025","5.730","5.750","5.750","5.730","-0.35%"
"06/13/2025","5.750","5.750","5.750","5.750","0.00%"
"06/12/2025","5.750","5.740","5.750","5.740","0.17%"
"06/11/2025","5.740","5.790","5.790","5.740","-0.86%"
"06/10/2025","5.790","5.790","5.790","5.790","0.00%"
"06/09/2025","5.790","5.750","5.790","5.750","0.70%"
"06/06/2025","5.750","5.680","5.750","5.680","1.23%"
"06/05/2025","5.680","5.760","5.760","5.680","-1.39%"
"06/04/2025","5.760","5.750","5.760","5.750","0.17%"
"06/03/2025","5.750","5.750","5.750","5.750","0.00%"
"06/02/2025","5.750","5.760","5.760","5.750","-0.17%"
"05/30/2025","5.760","5.760","5.760","5.760","0.00%"
"05/29/2025","5.760","5.720","5.760","5.720","0.70%"
"05/28/2025","5.720","5.760","5.760","5.720","-0.69%"
"05/27/2025","5.760","5.750","5.760","5.750","0.17%"
"05/26/2025","5.750","5.750","5.750","5.750","0.00%"
"05/23/2025","5.750","5.720","5.750","5.720","0.52%"
"05/22/2025","5.720","5.720","5.720","5.720","0.00%"
"05/21/2025","5.720","5.720","5.720","5.720","0.35%"
"05/20/2025","5.700","5.700","5.700","5.700","0.00%"
"05/19/2025","5.700","5.730","5.730","5.700","-0.52%"
"05/16/2025","5.730","5.760","5.760","5.730","-0.52%"
"05/15/2025","5.760","5.760","5.760","5.760","0.00%"
"05/14/2025","5.760","5.750","5.760","5.750","0.17%"
"05/13/2025","5.750","5.760","5.760","5.750","-0.17%"
"05/12/2025","5.760","5.730","5.760","5.730","0.52%"
"05/09/2025","5.730","5.730","5.730","5.730","0.00%"
"05/08/2025","5.730","5.700","5.730","5.700","0.53%"
"05/07/2025","5.700","5.690","5.700","5.690","0.18%"
"05/06/2025","5.690","5.690","5.690","5.690","0.00%"
"05/05/2025","5.690","5.730","5.730","5.690","-0.70%"
"05/02/2025","5.730","5.730","5.730","5.730","0.70%"
"04/30/2025","5.690","5.690","5.690","5.690","0.00%"
"04/29/2025","5.690","5.650","5.690","5.650","0.71%"
"04/28/2025","5.650","5.570","5.650","5.570","1.44%"
"04/25/2025","5.570","5.590","5.590","5.570","-0.36%"
"04/24/2025","5.590","5.590","5.590","5.590","0.00%"
"04/23/2025","5.590","5.590","5.590","5.590","0.00%"
"04/22/2025","5.590","5.590","5.590","5.590","0.00%"
"04/21/2025","5.590","5.640","5.640","5.590","-0.89%"
"04/17/2025","5.640","5.600","5.640","5.600","0.71%"
"04/16/2025","5.600","5.590","5.600","5.590","0.18%"
"04/15/2025","5.590","5.660","5.660","5.590","-1.24%"
"04/14/2025","5.660","5.540","5.660","5.540","2.17%"
"04/11/2025","5.540","5.540","5.540","5.540","0.00%"
"04/10/2025","5.540","5.490","5.540","5.490","0.91%"
"04/09/2025","5.490","5.500","5.500","5.490","-0.18%"
"04/08/2025","5.500","5.490","5.500","5.490","0.18%"
"04/07/2025","5.490","5.600","5.600","5.490","-1.96%"
"04/04/2025","5.600","5.730","5.730","5.600","-2.27%"
"04/03/2025","5.730","5.740","5.740","5.730","-0.17%"
"04/02/2025","5.740","5.740","5.740","5.740","0.00%"
"04/01/2025","5.740","5.770","5.770","5.740","-0.52%"
"03/31/2025","5.770","5.820","5.820","5.770","-0.86%"
"03/28/2025","5.820","5.780","5.820","5.780","0.69%"
"03/27/2025","5.780","5.760","5.780","5.760","0.35%"
"03/26/2025","5.760","5.760","5.760","5.760","-0.52%"
"03/25/2025","5.790","5.740","5.790","5.740","0.87%"
"03/24/2025","5.740","5.740","5.740","5.740","0.00%"
"03/21/2025","5.740","5.830","5.830","5.740","-1.54%"
"03/20/2025","5.830","5.830","5.830","5.830","0.00%"
"03/19/2025","5.830","5.840","5.840","5.830","-0.17%"
"03/18/2025","5.840","5.840","5.840","5.840","0.00%"
"03/17/2025","5.840","5.840","5.840","5.840","0.00%"
"03/14/2025","5.840","5.870","5.870","5.840","-0.51%"
"03/13/2025","5.870","5.840","5.870","5.830","0.51%"
"03/12/2025","5.840","5.860","5.860","5.840","-0.34%"
"03/11/2025","5.860","5.890","5.890","5.860","-0.51%"
"03/10/2025","5.890","5.890","5.890","5.890","0.00%"
"03/07/2025","5.890","5.920","5.920","5.890","-0.51%"
"03/06/2025","5.920","5.890","5.920","5.890","0.51%"
"03/05/2025","5.890","5.900","5.900","5.890","-0.17%"
"03/04/2025","5.900","5.930","5.930","5.900","-0.51%"
"03/03/2025","5.930","5.940","5.940","5.930","-0.17%"
"02/28/2025","5.940","5.970","5.970","5.940","-0.50%"
"02/27/2025","5.970","5.930","5.970","5.930","0.67%"
"02/26/2025","5.930","5.930","5.930","5.930","0.00%"
"02/25/2025","5.930","5.940","5.940","5.930","-0.17%"
"02/24/2025","5.940","5.990","5.990","5.940","-0.83%"
"02/21/2025","5.990","6.010","6.010","5.990","-0.33%"
"02/20/2025","6.010","6.030","6.030","6.010","-0.33%"
"02/19/2025","6.030","6.030","6.030","6.030","0.00%"
"02/18/2025","6.030","5.990","6.030","5.990","0.67%"
"02/17/2025","5.990","5.990","5.990","5.990","0.00%"
"02/14/2025","5.990","5.990","5.990","5.990","-0.33%"
"02/13/2025","6.010","6.090","6.090","6.010","-1.31%"
"02/12/2025","6.090","5.960","6.090","5.960","2.18%"
"02/11/2025","5.960","5.960","5.960","5.960","-0.17%"
"02/10/2025","5.970","5.950","5.970","5.950","0.34%"
"02/07/2025","5.950","5.910","5.950","5.910","0.68%"
"02/06/2025","5.910","5.970","5.970","5.910","-1.01%"
"02/05/2025","5.970","5.970","5.970","5.970","0.00%"
"02/04/2025","5.970","6.040","6.040","5.970","-1.16%"
"02/03/2025","6.040","5.970","6.040","5.970","1.17%"
"01/31/2025","5.970","5.980","5.980","5.970","-0.17%"
"01/30/2025","5.980","5.960","5.980","5.960","0.34%"
"01/29/2025","5.960","5.910","5.960","5.910","0.85%"
"01/28/2025","5.910","5.910","5.910","5.910","0.00%"
"01/27/2025","5.910","5.970","5.970","5.910","-1.01%"
"01/24/2025","5.970","5.990","5.990","5.970","-0.33%"
"01/23/2025","5.990","6.030","6.030","5.990","-0.66%"
"01/22/2025","6.030","5.990","6.030","5.990","0.67%"
"01/21/2025","5.990","5.990","5.990","5.990","0.00%"
"01/20/2025","5.990","5.990","5.990","5.990","0.00%"
"01/17/2025","5.990","6.040","6.040","5.990","-0.83%"
"01/16/2025","6.040","5.990","6.040","5.990","0.83%"
"01/15/2025","5.990","6.020","6.020","5.990","-0.50%"
"01/14/2025","6.020","5.970","6.020","5.970","0.84%"
"01/13/2025","5.970","5.940","5.970","5.940","0.51%"
"01/10/2025","5.940","5.970","5.970","5.940","-0.50%"
"01/09/2025","5.970","5.970","5.970","5.970","0.00%"
"01/08/2025","5.970","5.970","5.970","5.970","2.23%"
"01/07/2025","5.840","5.840","5.840","5.840","0.00%"
"01/02/2025","5.840","5.840","5.840","5.840","0.00%"
"12/30/2024","5.840","5.840","5.840","5.840","0.00%"
"12/27/2024","5.840","5.690","5.840","5.690","2.64%"
"12/26/2024","5.690","5.760","5.760","5.690","-1.22%"
"12/24/2024","5.760","5.760","5.760","5.760","0.00%"
"12/23/2024","5.760","5.570","5.760","5.570","3.41%"
"12/20/2024","5.570","5.590","5.590","5.570","-0.36%"
"12/19/2024","5.590","5.540","5.590","5.540","0.90%"
"12/18/2024","5.540","5.520","5.540","5.520","0.36%"
"12/17/2024","5.520","5.520","5.520","5.520","0.00%"
"12/16/2024","5.520","5.520","5.520","5.520","0.00%"
"12/13/2024","5.520","5.520","5.520","5.520","0.00%"
"12/12/2024","5.520","5.520","5.520","5.520","0.55%"
"12/11/2024","5.490","5.490","5.490","5.490","0.00%"
"12/10/2024","5.490","5.520","5.520","5.490","-0.54%"
"12/09/2024","5.520","5.450","5.520","5.450","1.28%"
"12/06/2024","5.450","5.490","5.490","5.450","-0.73%"
"12/05/2024","5.490","5.540","5.540","5.490","-0.90%"
"12/04/2024","5.540","5.540","5.540","5.540","0.00%"
"12/03/2024","5.540","5.560","5.560","5.540","-0.36%"
"12/02/2024","5.560","5.620","5.620","5.560","-1.07%"
"11/29/2024","5.620","5.540","5.620","5.540","1.44%"
"11/28/2024","5.540","5.540","5.540","5.540","0.00%"
"11/27/2024","5.540","5.610","5.610","5.540","-1.25%"
"11/26/2024","5.610","5.560","5.610","5.560","0.90%"
"11/25/2024","5.560","5.570","5.570","5.560","-0.18%"
"11/22/2024","5.570","5.530","5.570","5.530","0.72%"
"11/21/2024","5.530","5.570","5.570","5.530","-0.72%"
"11/20/2024","5.570","5.600","5.600","5.570","-0.54%"
"11/19/2024","5.600","5.530","5.600","5.530","1.27%"
"11/18/2024","5.530","5.530","5.530","5.520","0.00%"
"11/15/2024","5.530","5.530","5.530","5.530","0.00%"
"11/14/2024","5.530","5.530","5.530","5.530","0.00%"
"11/13/2024","5.530","5.540","5.540","5.530","-0.18%"
"11/12/2024","5.540","5.600","5.600","5.540","-1.07%"
"11/11/2024","5.600","5.550","5.600","5.550","0.90%"
"11/08/2024","5.550","5.560","5.560","5.550","-0.18%"
"11/07/2024","5.560","5.560","5.560","5.560","0.00%"
"11/06/2024","5.560","5.470","5.560","5.470","1.65%"
"11/05/2024","5.470","5.440","5.470","5.440","0.55%"
"11/04/2024","5.440","5.450","5.450","5.440","-0.18%"
"10/31/2024","5.450","5.470","5.470","5.450","-0.37%"
"10/30/2024","5.470","5.470","5.470","5.470","0.00%"
"10/29/2024","5.470","5.390","5.470","5.390","1.48%"
"10/28/2024","5.390","5.390","5.390","5.390","0.00%"
"10/25/2024","5.390","5.390","5.390","5.390","0.00%"
"10/24/2024","5.390","5.390","5.390","5.390","0.00%"
"10/23/2024","5.390","5.380","5.390","5.380","0.19%"
"10/22/2024","5.380","5.340","5.380","5.340","0.75%"
"10/21/2024","5.340","5.330","5.340","5.330","0.19%"
"10/18/2024","5.330","5.320","5.330","5.320","0.19%"
"10/17/2024","5.320","5.420","5.420","5.320","-1.85%"
"10/16/2024","5.420","5.470","5.470","5.420","-0.91%"
"10/15/2024","5.470","5.470","5.470","5.470","0.00%"
"10/14/2024","5.470","5.460","5.470","5.460","0.18%"
"10/11/2024","5.460","5.460","5.460","5.460","0.00%"
"10/10/2024","5.460","5.460","5.460","5.460","0.00%"
"10/09/2024","5.460","5.460","5.460","5.460","0.00%"
"10/08/2024","5.460","5.430","5.460","5.430","0.55%"
"10/07/2024","5.430","5.430","5.430","5.430","0.00%"
"10/04/2024","5.430","5.430","5.430","5.430","0.00%"
"10/03/2024","5.430","5.400","5.430","5.400","0.56%"
"10/02/2024","5.400","5.400","5.400","5.400","0.00%"
"10/01/2024","5.400","5.400","5.400","5.400","0.00%"
"09/30/2024","5.400","5.400","5.400","5.400","0.00%"
"09/27/2024","5.400","5.400","5.400","5.400","0.00%"
"09/26/2024","5.400","5.400","5.400","5.400","0.00%"
"09/25/2024","5.400","5.400","5.400","5.400","-0.92%"
"09/24/2024","5.450","5.450","5.450","5.450","0.93%"
"09/23/2024","5.400","5.400","5.400","5.400","2.86%"
"09/16/2024","5.250","5.250","5.250","5.250","-0.19%"
"09/13/2024","5.260","5.260","5.260","5.260","-0.38%"
"09/12/2024","5.280","5.280","5.280","5.280","0.00%"
"09/11/2024","5.280","5.280","5.280","5.280","-0.94%"
"09/10/2024","5.330","5.330","5.330","5.330","-0.74%"
"09/09/2024","5.370","5.370","5.370","5.370","-0.19%"
"09/06/2024","5.380","5.380","5.380","5.380","-0.19%"
"09/05/2024","5.390","5.390","5.390","5.390","-0.92%"
"09/04/2024","5.440","5.440","5.440","5.440","-1.98%"
"09/03/2024","5.550","5.550","5.550","5.550","0.00%"
"09/02/2024","5.550","5.550","5.550","5.550","0.18%"
"08/30/2024","5.540","5.540","5.540","5.540","-0.72%"
"08/29/2024","5.580","5.580","5.580","5.580","-0.18%"
"08/28/2024","5.590","5.590","5.590","5.590","-0.18%"
"08/27/2024","5.600","5.600","5.600","5.600","-0.18%"
"08/26/2024","5.610","5.610","5.610","5.610","-0.53%"
"08/23/2024","5.640","5.640","5.640","5.640","-1.91%"
"08/22/2024","5.750","5.750","5.750","5.750","2.31%"
"08/21/2024","5.620","5.620","5.620","5.620","-0.53%"
"08/20/2024","5.650","5.650","5.650","5.650","-0.35%"
"08/19/2024","5.670","5.670","5.670","5.670","-0.70%"
"08/16/2024","5.710","5.710","5.710","5.710","0.18%"
"08/14/2024","5.700","5.700","5.700","5.700","-1.04%"
"08/13/2024","5.760","5.760","5.760","5.760","-1.03%"
"08/12/2024","5.820","5.820","5.820","5.820","-0.34%"
"08/09/2024","5.840","5.840","5.840","5.840","-0.85%"
"08/08/2024","5.890","5.890","5.890","5.890","1.20%"
"08/06/2024","5.820","5.820","5.820","5.820","0.00%"
"08/05/2024","5.820","5.820","5.820","5.820","-1.52%"
"08/02/2024","5.910","5.910","5.910","5.910","-1.34%"
"08/01/2024","5.990","5.990","5.990","5.990","-0.50%"
"07/31/2024","6.020","6.020","6.020","6.020","-0.33%"
